YEAR,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ECONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual economies,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
Selected exporters of agricultural products,4.4857028,-10.78122626,10.6392686,-11.32583236,-19.91166667,19.209945,-2.03850439,-13.1716257,-7.737324936,-15.13754357,-11.79127116,-8.017653191,-14.27841053,-21.27898781,-15.56270363,-1.941316847,-2.860484729,-1.890791033,-4.702768458,-9.246905875,-12.34254905,-15.04542084,-10.64674497,-22.80049983,-13.48176509,2.976095723,-5.313993542,-20.8076628,-6.441195527,-4.100509889,-5.942571555,-8.807839223,-23.30358749,-23.20112236,-11.59663823,-6.436153397,-5.142050648,-3.141537189,-14.00590831,-22.38046685,-8.658445073,6.509956554,29.50942475,7.035700411,-18.04621623,-22.34538489,-25.76827508,-13.96244747,-12.30598884,-18.34679968,-23.93740829,-19.36316365,-13.46105366,-12.51006613,9.70076435,2.612323447,-8.014988378,-13.83584097,-14.05684526,-18.16726256,-20.48322735,-15.78189888,-20.27392355,-21.99529577,-23.46293022,-27.87795625,-28.59331259,-33.02354896,-27.82204457,-33.01590654,-33.23609161,-24.99509026
Selected exporters of minerals and mining products,21.88704716,5.123950141,13.87092434,14.87014162,9.473968528,14.87316632,4.188565418,2.906944939,10.22708944,-11.06050934,-15.34363036,9.698099509,9.880083179,-3.410860928,7.792281985,16.84958065,18.23411921,8.005920503,16.24509919,17.09324528,37.63617355,51.97534601,56.96693601,31.64087344,13.84742562,24.63105029,25.83083814,-17.28164826,3.900232468,0.845791802,3.898731041,21.67308503,3.215761368,-25.09869643,-6.0239017,12.16860272,13.91689626,19.38692022,0.343155361,2.810214879,9.557342903,13.23301881,2.27648729,4.828047891,-8.722529797,-15.96302316,-6.20886962,-6.688202026,-12.94697669,-12.02978333,-20.38356306,-1.375933867,-1.801002653,-1.550097299,-0.438119703,-0.463843426,13.15145033,15.11029519,35.08297125,24.69721885,-5.461411367,8.775378324,9.000876797,3.203826854,-7.212611,-10.44687338,-7.466407331,-12.31236593,-5.00037312,3.699111995,-0.13052952,-3.812898837
Net food-importing economies,-20.23769696,-17.91929071,-6.242941301,-11.50213477,-13.81583277,-8.790634769,-6.296327596,-7.747292089,-8.048956264,-10.31680944,-4.778090184,-2.540364313,-7.110603099,-6.998793473,-6.099744895,-6.459497022,-7.248513312,-4.413988045,-3.2076777,-2.185145365,-0.488321231,-1.031572618,-2.223537747,2.538262381,1.767980113,-0.628982524,5.497979463,1.266776373,2.452754424,3.728247755,1.831214065,2.459655811,2.729354096,2.603648979,-0.37593331,0.02189879,2.600329116,3.544313311,6.092322176,6.183443814,1.501811555,1.054132018,1.454794942,0.014830805,0.99127957,3.842008466,5.072666806,4.488588662,4.067090047,5.167261615,5.908781935,7.151440357,7.31907836,4.955651831,7.483021684,7.512493715,8.131363689,9.531474807,10.28835752,9.938605876,8.952517861,6.039766339,7.507623157,7.791488414,8.294742843,8.676243095,8.389174661,8.747976208,7.448924493,7.278421385,6.81109159,5.595682869
  Net food-importing developing economies,-4.750540616,-11.24903119,8.301163876,2.889745959,-8.568425626,-0.891123865,1.625294828,-1.160350336,1.551105992,-5.843356434,-1.98131338,-1.985337144,-6.319228437,-6.13345983,-1.183699673,2.341021601,2.95436532,2.029422299,0.394338885,5.418276081,5.997602302,5.399425651,5.455033241,12.1775851,10.97370612,18.53269392,59.19459323,22.36900229,29.14198861,17.17487016,1.910790603,26.86092998,35.62150376,16.98986696,4.493282585,-1.015778343,2.673524753,2.320299942,-6.387974152,2.094601598,-6.427263251,-0.448690449,9.276230285,1.490446828,-1.942573633,-5.051781498,-1.837964689,-1.991141554,0.041210126,1.92230236,4.034670993,8.179500566,13.32439658,8.714153395,10.30602977,11.8616483,12.47061136,18.86384443,22.46336025,21.64707237,20.98564779,14.00415102,14.66707706,16.56884803,17.4054838,15.10258409,14.57573251,13.12374362,12.40430372,11.90247723,10.93432717,9.802721231
  Net food-importing transition economies,6.848184819,-2.781546811,21.78619756,13.24470704,10.39779441,5.33997864,0.810726536,10.82474227,-0.575027382,10.52367828,-2.303002935,6.320279178,-1.715986692,2.491525424,8.450920245,2.664796634,-1.161603268,1.451973194,11.72753696,13.06079419,13.00743889,12.85949453,9.103307194,10.625,-4.322640922,1.662561576,10.10445962,-9.886126964,-2.464049543,10.6426244,3.309856369,12.09949629,11.65438225,8.504098361,11.96911197,13.94014963,13.77394995,4.661400229,9.10523354,12.18596894,3.124362533,-4.762475873,-14.17615042,5.712592322,0.801353286,14.83993346,23.69812636,25.48172374,21.61970745,13.72015832,14.96585824,56.92523245,93.79995603,61.51536201,53.20893475,55.74275892,62.29586028,71.58349508,69.00232264,48.8363157,53.74491359,43.15106169,54.57621086,58.36032019,51.22406802,46.15122007,51.78870177,51.62732041,29.9950969,34.9416122,56.69809131,43.24311883
  Net food-importing developed economies,-28.83873657,-21.97287682,-15.20859777,-19.5267509,-18.29145105,-13.69340917,-10.43344303,-12.15197248,-12.63453955,-13.98586137,-6.287050303,-3.809027098,-7.990116567,-8.272346263,-9.175303548,-10.10751138,-10.93509606,-6.91432386,-5.614378908,-5.766986393,-3.523640412,-3.938139022,-5.112987807,-0.626619512,-0.042609661,-5.643637656,-10.25805305,-4.945003073,-6.413941427,-2.083810963,1.662773388,-6.945506669,-10.47902357,-4.739397014,-3.975336038,-1.008750985,1.379855814,3.971531772,10.6667169,7.133686019,4.517097346,2.159856237,-0.060654193,-0.728243791,2.250692426,8.026129407,7.815301723,6.903420281,5.39405912,6.540728169,6.454414236,5.276153927,1.604767381,1.013887448,4.20139626,3.172364593,3.184451599,0.438204894,-1.018209263,-0.598605524,-3.203360494,-2.84858509,-2.25094314,-4.147520784,-4.300774191,-1.263277021,-1.560428036,1.382254983,1.1475665,0.66937203,-0.82658826,-1.472408097
Major net food-importing economies,-19.9786042,-16.89262851,-4.843539178,-10.87274683,-13.05903873,-8.459335079,-5.983098447,-7.108248406,-7.484763869,-9.457088482,-3.416213599,-1.27200313,-6.010439755,-5.501042908,-4.724882935,-5.505048501,-6.143826939,-2.855142101,-1.580434988,-0.672981401,1.039663705,0.519805466,-0.814917291,4.638591449,3.435163447,0.627799181,6.830874444,2.821831656,3.84839008,5.245194667,3.569510178,3.785132233,4.224293377,4.13164681,0.987206511,1.26817846,3.518720448,4.753681454,7.722009811,7.603894651,2.48044758,2.166416574,2.831584676,1.457066432,2.647550916,5.913105416,6.925898055,6.257758275,6.085778747,7.175600971,8.427650314,9.471286793,9.190967942,6.953912143,9.588209931,9.866892135,10.46118042,11.72822879,12.379906,12.39647392,11.22367893,8.308526496,8.949120478,8.877842445,9.621927508,10.04217345,9.839328667,10.75825392,9.424918443,8.994594195,8.449342788,7.414705483
Net food-exporting economies,9.503148554,7.877835094,0.104623412,-0.491643944,-4.141276412,-1.299417944,-2.416302,-2.919327965,-1.172283823,-1.896706314,-5.62880908,-6.989112186,-3.012798659,-1.934044297,-4.000917133,-2.149905358,-1.278930614,-5.318413415,-7.507348548,-6.964767336,-8.255960637,-6.706973012,-5.685318574,-10.87029097,-9.590531261,-4.807982915,-12.81045347,-10.85041774,-11.32193728,-13.87844811,-12.09543284,-9.12802142,-9.321670532,-10.57280081,-7.037195951,-5.876301468,-10.58504285,-12.13667926,-16.35668846,-15.67275426,-10.6860173,-10.26569286,-10.27138167,-8.396627558,-9.355569665,-9.363744129,-10.25591936,-8.912811083,-9.132706023,-10.04756333,-11.95406205,-13.47046637,-15.00936422,-13.26626895,-14.27069395,-14.89497304,-16.4236077,-17.53084557,-17.13174972,-16.13696942,-16.13395558,-10.84071672,-12.00346541,-11.90831978,-13.08931756,-12.1241363,-12.01236895,-13.70596732,-11.98448958,-12.47245935,-12.94568148,-11.24561781
  Net food-exporting developing economies,-4.896484587,-12.33025819,19.06185994,-0.566370477,-14.68739351,1.305040305,-3.139200579,-2.073959784,-3.103127798,-13.45511133,-12.27321368,-1.397984115,-10.94483078,-11.89927416,-9.899018356,-4.937256267,-7.154163887,-7.196061461,-6.93432274,-11.89972078,-9.779115143,-4.872075883,-9.593391961,-17.74322,-11.11265898,-3.133072113,-13.89034223,-25.34729369,-10.34377936,-0.603899981,0.212300989,3.361690575,-7.529169593,-13.68080262,-3.140381029,11.25122629,16.79893755,18.99777984,8.786642524,10.19968481,10.65705864,6.672768067,-2.424948942,-5.996461313,-8.90496403,-9.068242457,-9.316790984,-10.01869888,-10.7388641,-11.34416857,-7.316057642,-1.31494722,-3.147221613,-0.853198335,2.102635364,2.379702004,-1.694120633,-3.887173014,-3.002911721,-5.625806609,-11.71246105,-5.181481787,-8.203392072,-10.4214222,-13.13677612,-13.98392722,-12.30693169,-11.06870247,-6.595271938,-8.180549752,-9.68343119,-6.126562332
  Net food-exporting transition economies,-3.706050048,-31.4516129,-33.04347826,-53.64583333,-33.86058981,-52.91139241,-29.11504425,-41.79138322,-31.79324895,-40.24205749,-35.57664234,-30.61135371,-31.46489104,-37.48351648,-22.26351351,-25.23178808,-32.50188964,-15.25621118,-22.53333333,-26.6725249,-29.67723984,-30.90440487,-41.58315936,-44.07503075,-30.80111352,-36.76346708,-49.5491912,-47.09237365,-33.77545479,-45.46086776,-43.22186624,-49.53743295,-40.45171133,-30.44000763,-23.55459749,-18.43426033,-14.51900634,-12.34865241,-11.8893617,-9.414977834,-3.858476957,-9.229887383,-24.17995867,-5.326367214,-2.086935461,-19.92105821,-9.18856224,-17.70168122,-23.64161392,-22.05301015,-20.27237476,-13.15453915,-11.06045729,-12.09466264,-13.55217772,-17.01916781,-12.88663187,-15.5873856,-22.02169726,-26.29545752,-27.28424089,-24.27396939,-24.30523433,-19.25034872,-17.5281494,-18.66559879,-11.36658245,-10.639349,-14.76930404,-16.90400202,-18.83277739,-20.52227867
  Net food-exporting developed economies,16.59075031,18.15501965,-6.3408263,0.248523723,0.830763868,-1.533863771,-1.828774983,-2.694304444,-0.114890281,2.926601321,-2.843932795,-8.244079627,0.111040316,2.047141565,-1.887354811,-0.884222539,1.034671837,-4.641922807,-7.333640884,-5.328508171,-7.486753093,-6.582407231,-3.921244237,-8.533825776,-8.837396827,-4.421690943,-11.59674966,-6.302080213,-11.03908765,-15.70778293,-13.78331102,-10.71893561,-9.041182406,-9.186461554,-7.680800263,-9.6242334,-16.20533964,-17.99478688,-20.79470845,-20.41094494,-14.83246792,-13.75520358,-11.82263581,-9.037524328,-9.564296229,-9.336004802,-10.54928736,-8.435768384,-8.36594264,-9.408115884,-13.19195144,-16.80881357,-18.47619646,-16.82007491,-18.8478384,-19.68157405,-20.88039109,-21.92147741,-21.7467157,-19.61760151,-17.56434177,-12.81858374,-13.43046756,-12.42757599,-12.92966489,-10.95836962,-11.87709616,-15.06480422,-14.48794001,-14.51356428,-14.46052167,-13.5637029
Major net food-exporting economies,9.58543063,8.603463912,0.233332901,-0.519309789,-4.133345101,-1.227708967,-2.025055878,-2.487645422,-0.849801953,-1.293409341,-5.231259511,-7.160340975,-2.941315376,-1.717561859,-3.987256531,-2.299342787,-1.577199903,-5.563526374,-7.847993629,-7.0729827,-8.451815472,-7.16323748,-5.850643796,-11.10828173,-9.652620325,-4.841121553,-12.89869331,-10.37911122,-11.07603056,-13.57657225,-11.73170126,-8.815095118,-8.968890531,-10.10596801,-6.485813878,-5.443444182,-10.24187894,-11.79601423,-16.16592318,-15.4225194,-10.48680657,-10.09421841,-10.0119202,-8.071435298,-8.95578824,-8.954266448,-9.95452698,-8.582018881,-8.774275782,-9.685961469,-11.53593837,-13.14090459,-14.71048881,-12.94616801,-13.98775849,-14.56841206,-16.10095477,-17.27495818,-16.8512797,-15.6780714,-15.62925729,-10.22169458,-11.52132402,-11.47002138,-12.7731733,-11.66223941,-11.52968862,-13.25653194,-11.51088119,-12.04729279,-12.49061379,-10.74946887
BASIC,-7.203769948,-19.02047096,14.18546802,-11.40016333,-18.91995846,-1.161837606,-4.337926203,-2.969363816,3.146504683,-3.842949225,-3.206411422,0.067983616,-11.0250544,-1.179907483,0.93531883,3.286995222,-3.266184236,-4.01479472,-7.090491457,-7.696830141,-3.896101179,3.639015961,-6.115354631,-11.18448689,3.153102249,2.308783308,-20.82402876,-18.48160571,-8.596263245,7.800491745,0.939886618,1.256067166,-8.848845898,-12.06091628,-5.466184255,5.459570086,8.00442264,-6.452791927,-6.675338219,7.006701959,6.382910497,5.853113603,14.57591191,14.69788842,11.40405406,1.003540152,6.358254758,0.914624569,-1.108661222,7.462870437,7.860208618,4.837314039,3.233648072,4.316838635,7.971458856,5.370096683,4.084306949,9.437084986,12.43807909,14.31313863,9.589550832,7.501524895,3.072235325,-0.124493664,0.714766816,2.49852701,7.181611266,19.34791946,20.09195377,12.39554967,6.501067351,9.89903032
BRICS,-4.218169579,-14.8490177,16.7438638,-4.992077708,-9.996382605,1.521856271,-2.271279101,2.178694406,1.942234893,1.53053534,-2.444964578,2.994117983,-6.967928323,0.688328232,4.851352472,3.153407715,-2.007668129,-1.392957601,1.310063376,2.188657184,4.489488643,8.421444916,1.706198924,-0.339244545,-0.866491401,1.981557083,-7.959867283,-14.13807012,-5.32535467,9.365216452,2.23900506,6.848657725,0.650623446,-2.511399594,3.490830568,10.04692283,11.00662305,-0.926223118,1.303668649,9.654021514,4.801216467,0.653919346,0.057429905,12.59052343,9.623559536,4.709484249,11.79185463,7.041690719,5.619795496,10.16661466,11.44388401,15.1471369,17.56451724,14.86139392,16.40749122,13.92416576,13.40332803,19.40972811,21.51855518,20.40458438,17.06718416,13.34739415,9.394032915,6.73936524,7.086475676,7.988807425,12.57833382,23.70222724,22.26950526,15.44117163,12.0882587,14.40084351
Industrialized economies (UNIDO),-6.500957331,-3.159265044,-7.808766462,-7.501889035,-7.516561162,-7.24169848,-5.894505949,-6.461684489,-6.27761659,-5.212925162,-4.108670048,-4.435053654,-3.569758315,-2.930153343,-4.653431327,-5.147409378,-4.90103513,-5.007666155,-4.915094382,-4.307554161,-4.156058414,-4.02995385,-3.79830727,-3.067012058,-3.194951686,-3.617253213,-7.639185246,-4.020718334,-5.917320403,-5.417603572,-3.246603457,-5.398037218,-6.710071558,-4.407460995,-3.894636049,-2.742082295,-4.219087898,-3.876347657,-1.701638419,-2.579676953,-2.67925694,-3.564491633,-4.097342958,-3.158595039,-1.909327944,1.071691708,0.240189758,0.513346158,0.056340007,-0.127201421,-0.059215319,-1.918525005,-4.198899368,-3.866428798,-3.43114633,-3.309021958,-3.666200739,-4.934291109,-5.171409575,-4.206421577,-4.234102393,-2.058605266,-2.021583351,-1.941697983,-2.101595116,-0.376689129,-1.24030308,-1.851894998,-2.397241855,-2.300744634,-2.477727066,-2.972270409
EIEs (Emerging Industrial Economies) (UNIDO),-2.950649747,-8.339397646,16.07689434,-3.354708612,-12.94370346,3.842704289,3.477994719,0.927973976,6.021392481,-4.515360029,-2.142159508,1.119767233,-5.092393928,-4.777442018,-1.978493475,1.351480261,0.024776437,-0.48078229,-3.563260573,0.136845916,-1.439015733,1.488296028,-2.894071348,-2.524992323,-0.872726148,3.537842114,21.12517407,-0.495375236,7.409110612,6.10529743,-1.834553377,12.07579013,21.21312983,17.78128822,15.38901907,9.722538828,10.92730441,5.069109749,-5.164551766,1.871503222,-1.616351757,1.280867699,3.947944427,-1.747011512,-6.521606449,-10.92938193,-4.389499374,-4.336551282,-4.909798052,-3.522381042,-7.072997477,-1.047724384,2.798155759,1.721517776,4.742973904,3.634373392,2.908527078,6.816186514,9.489744438,7.653921664,5.078386272,5.387545006,3.850668006,4.015759054,3.227502115,2.97866305,5.300713943,7.571906496,9.507822547,6.340528483,4.329207311,5.854869034
Emerging markets,-3.237265102,-8.404464352,16.27912818,0.80510699,-6.365038258,3.113314189,2.601436126,2.257308674,1.917040718,-4.439652254,-0.951008205,3.778825616,-1.971001945,-2.902989878,0.267971189,1.680235352,-0.186890412,1.022090754,1.352508488,1.672670797,1.075460094,3.410972097,-0.497379854,-0.308384883,3.560989484,9.11925213,23.21600078,3.757825921,13.04470517,11.95416087,2.731669736,15.5428942,20.38554044,13.98121329,9.298405425,9.42902664,13.4556455,10.44065359,6.324768038,9.843700807,3.520962766,4.600204518,3.948548214,1.873681152,-1.461174378,-3.362059155,-1.440294665,-2.000163267,-1.817458213,-1.678178726,2.620720192,7.766169521,9.550718088,8.22753092,10.06792008,11.09775356,10.94357898,14.0436482,15.16114179,12.84641969,10.58567022,11.79505845,10.2407688,10.42063789,10.23053204,9.331287609,10.73578111,11.55864044,11.38546998,9.583813377,8.500648572,9.020533536
  Emerging markets: Africa,-17.3272689,-8.343856725,11.276613,-1.322986908,-2.604306404,2.256734871,4.610759854,-0.198095209,3.117251034,6.360518037,-7.568356997,10.15358342,3.930737226,11.75959478,10.71130259,4.096037416,-8.266693029,-8.588084753,-0.98882528,1.329671429,10.56525135,10.38751241,-6.031211987,-10.45375169,12.00171306,34.07880257,49.52811655,-1.33247939,3.278779387,5.725041477,-10.00096087,48.39839945,32.64061715,-20.63015758,-24.26786938,-16.33417922,-10.87962244,4.010255591,-7.199207796,-8.429744713,-27.551247,-11.17269076,19.52188778,9.88174421,5.845038764,10.35359597,-4.91599997,-13.61533116,-1.470416407,-9.972105747,-27.96115314,-14.00217129,6.112559381,-2.034290388,7.381541455,6.875369388,12.99154102,9.001639981,0.823964507,-2.971598741,-3.346829146,-7.47204734,4.016406111,6.689239321,-1.471235503,-13.19202212,-9.731211753,-28.34707303,-26.24318598,-18.23185525,-20.45519296,-22.32438505
  Emerging markets: America,1.537265562,-2.120312958,20.50770337,-5.423412834,-10.27333623,18.11442632,6.6603952,5.732230676,9.899500108,-3.951304532,-0.817710684,5.714640275,1.978172761,-2.152203562,2.300175777,13.08347316,16.05708615,18.61703597,12.92217526,15.53165499,5.162817176,9.338304624,5.224895942,-8.894174952,-7.929511985,5.285729635,-4.290435649,-22.11376572,-9.795115728,-5.322260544,-9.585965785,-3.250198282,-5.832975995,-4.348099818,12.36795492,57.06511943,66.1049066,57.29523776,27.2795694,29.21211541,27.79389202,32.80757135,28.81099709,9.883921313,-5.606109374,-7.788685168,-9.831666657,-1.073465861,0.137595756,-6.497419535,-12.57870979,-2.552314179,1.13064766,-0.537197095,9.573758748,16.06891604,16.27314525,18.88886353,19.0173376,12.02597743,5.623158873,9.650998782,6.414097141,8.159344153,5.934463571,1.381165753,-0.883078827,-4.558087073,2.557461225,5.790775036,4.000844895,5.894426901
  Emerging markets: Asia,-9.711135484,-20.01498462,17.23300431,7.665534156,-8.832738823,-5.756323745,1.18881807,-1.76867838,-2.971166018,-6.723624433,2.965309066,4.852761945,-3.692962456,-6.374331773,-3.404981625,-1.435558688,-1.605125632,-2.380377608,-4.158868323,-5.800231242,-4.01103901,-0.239664527,-0.441243774,10.00068147,19.47840523,21.92361441,60.11162793,35.57032187,45.05333791,33.84863859,18.75255625,31.67333531,42.40090972,36.24769262,15.5589817,3.417410771,7.078970112,4.214874254,3.182308819,8.242044417,1.522368553,2.581662861,4.013166654,0.910720429,-0.151928659,-2.678468869,-0.081483963,-1.98955878,-1.68635531,1.241321861,11.21839556,12.23680646,10.80159112,10.9632527,10.92334036,11.15655089,9.667942807,12.79528148,15.18292042,15.19080511,12.53453324,12.86637786,9.941282577,9.225577584,9.752764586,9.805793279,11.53519857,14.54069936,13.97531677,10.57459077,8.58212622,9.633690072
  Emerging markets: Europe and Kazakhstan,12.27730053,3.360752436,11.66313238,-2.533783784,0.969458128,1.898066784,-0.191875401,5.392217899,0.856481482,-5.234759561,-3.490228273,-0.256493892,-4.068969736,-3.374396996,0.113270892,-1.7013529,-4.388781977,-1.458344335,1.50106285,1.980552093,1.650328615,2.347108599,-1.9580993,-2.380946493,-5.870065183,-5.400721006,-8.360033996,-13.38033011,-8.757954933,-4.90963065,-8.62959549,-4.381093762,-2.027002944,-0.568907207,6.7708582,9.433732539,10.41687257,4.066018424,6.128736605,8.992151267,5.66868384,-0.297191664,-12.33374239,-4.172579752,-6.546590613,-6.038169102,2.558873457,0.240085067,-4.945446264,-9.195670498,-8.5236584,4.113463005,15.97781466,8.36421766,6.713084327,7.008268305,12.06694403,16.90037558,14.86832801,7.100761511,9.459060915,12.86038338,16.69847436,19.40725516,19.7227775,19.69188416,22.51412212,21.11395902,13.31004423,13.04170116,18.25917139,15.23848119
